NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;KopWegvakVan;KopWegvakNaar;TrajVan;TrajNaar;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
1987809;2016-08-15;2016-08-15;17:45:00;17:49:35;9,167;2000,000;4,583;11,5;13,5;A;10;A10;aflopend;Watergraafsmeer;Watergraafsmeer;De Nieuwe Meer;Volendam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1987804;2016-08-15;2016-08-15;17:44:00;17:49:35;11,167;2000,000;5,583;43,8;41,8;A;20;A20;oplopend;Nieuwerkerk Aan Den Ijssel;Moordrecht;Hoek van Holland;Gouda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1987818;2016-08-15;2016-08-15;17:55:00;17:58:33;7,100;2000,000;3,550;25,1;27,1;N;325;N325;aflopend;Sacharowbrug;Huissen;Arnhem Velperbroek;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1987549;2016-08-14;2016-08-14;9:01:00;13:36:03;550,100;2000,000;275,050;8,0;6,0;A;4;A4;oplopend;Schipholtunnel;Schiphol;Amsterdam;Den Haag;Politiecontrolepost;[Politiecontrolepost 275];[SPC];SPC;Politiecontrolepost;Politiecontrole;Politiecontrole;Overige oorzaken
1987813;2016-08-15;2016-08-15;17:49:00;17:50:33;3,100;2000,000;1,550;45,4;47,4;A;20;A20;aflopend;Moordrecht;Nieuwerkerk Aan Den Ijssel;Gouda;Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1987477;2016-08-13;2016-08-13;11:36:00;11:37:31;4,550;3000,000;1,517;26,5;29,5;A;58;A58;aflopend;Brug Over Het Wilhelminakanaal Hm 20.7;Oirschot;Breda;Eindhoven;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1988213;2016-08-17;2016-08-17;10:36:00;11:13:32;83,050;2212,700;37,533;61,7;63,7;A;12;A12;aflopend;Nieuwegein;Oudenrijn;Arnhem;Den Haag;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 38];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1987559;2016-08-14;2016-08-14;12:18:00;12:48:27;66,900;2197,044;30,450;9,6;11,6;A;1;A1;aflopend;Brug Over Het Amsterdam-Rijnkanaal;Diemen;Amersfoort;Amsterdam;Defect voertuig (met daarna brugopening);[Geen oorzaakcode opgegeven door VWM 0], [Defect(e) voertuig(en) 21], [Eerder pechgeval 1], [Brugopening 9];[000], [BKD], [M13], [N73];BKD;Defect(e) voertuig(en);Defect voertuig;Incident (gestrand voertuig);Incident
1987799;2016-08-15;2016-08-15;17:36:00;17:51:34;31,133;2000,000;15,567;25,1;27,1;N;325;N325;aflopend;Sacharowbrug;Huissen;Arnhem Velperbroek;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 16];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1987481;2016-08-13;2016-08-13;11:38:00;11:39:32;6,133;4000,000;1,533;24,6;28,6;A;58;A58;aflopend;Brug Over Het Wilhelminakanaal Hm 20.7;Oirschot;Tilburg;Eindhoven;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1987793;2016-08-15;2016-08-15;17:32:00;17:36:32;13,050;2878,677;4,533;92,3;94,3;A;15;A15;aflopend;Gorinchem;Hardinxveld-Giessendam;Gorinchem;Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1988368;2016-08-17;2016-08-17;17:03:00;17:24:33;48,117;2232,792;21,550;91,3;93,3;A;15;A15;aflopend;Gorinchem;Hardinxveld-Giessendam;Gorinchem;Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 22];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1988358;2016-08-17;2016-08-17;16:56:00;18:02:34;300,850;4519,529;66,567;27,5;29,5;A;12;A12;aflopend;Gouwe;Zevenhuizen;Utrecht;Den Haag;Ongeval(len);[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 42], [Eerder(e) ongeval(len) 24];[000], [ACI], [ACA];ACI;Ongeval(len);Ongeval;Ongeval;Ongeval
