NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;KopWegvakVan;KopWegvakNaar;TrajVan;TrajNaar;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
1732265;2015-03-31;2015-03-31;8:28:00;8:29:36;3,200;2000,000;1,600;29,5;27,5;A;27;A27;oplopend;Nieuwendijk;Werkendam;Breda;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1732067;2015-03-31;2015-03-31;7:35:00;8:13:32;79,017;2050,606;38,533;32,2;30,2;A;1;A1;oplopend;Soest;Eembrugge;Amsterdam;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 39];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1732374;2015-03-31;2015-03-31;9:19:00;9:22:26;10,300;3000,000;3,433;44,8;47,8;A;16;A16;aflopend;Moerdijkbrug;'s-Gravendeel;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1732827;2015-03-31;2015-03-31;18:46:00;18:56:23;26,800;2581,059;10,383;41,1;43,1;A;27;A27;aflopend;Noordeloos;Gorinchem;Almere;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 10];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1732406;2015-03-31;2015-03-31;10:43:00;10:55:22;24,733;2000,000;12,367;64,8;66,8;A;2;A2;aflopend;Utrecht Leidsche Rijn Centrum;Maarssen;'s-Hertogenbosch;Amsterdam;Er ligt rommel op de weg;[Geen oorzaakcode opgegeven door VWM 0], [Er ligt rommel op de weg 6], [Geen oorzaakcode opgegeven door VWM 6];[000], [SPL], [000];SPL;Er ligt rommel op de weg;Lading op de weg;Incident (obstakel op de weg);Incident
1729973;2015-03-26;2015-03-26;7:40:00;7:45:23;16,150;3000,000;5,383;115,4;118,4;A;2;A2;aflopend;Rosmalen;Empel;Luik;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1730049;2015-03-26;2015-03-26;8:14:00;9:20:20;243,167;3665,829;66,333;3,8;7,8;A;12;A12;aflopend;Den Haag-Centrum;Malieveld;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 66];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728220;2015-03-23;2015-03-23;8:18:00;8:43:22;95,733;3773,982;25,367;46,8;49,8;A;16;A16;aflopend;Zevenbergschen Hoek;Klaverpolder;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 25];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728333;2015-03-23;2015-03-23;9:02:00;9:09:23;14,767;2000,000;7,383;89,8;91,8;A;59;A59;aflopend;Terheijden;Zonzeel;Oss;Zonzeel;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1727915;2015-03-22;2015-03-22;19:36:00;19:50:26;28,867;2000,000;14,433;10,6;8,6;A;1;A1;oplopend;Brug Over Het Amsterdam-Rijnkanaal;Muiden;Amsterdam;Amersfoort;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728300;2015-03-23;2015-03-23;8:47:00;9:01:25;57,667;4000,000;14,417;193,3;189,3;A;7;A7;oplopend;Industrieterrein Westpoort;Hoogkerk;Heerenveen;Groningen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1729102;2015-03-24;2015-03-24;17:22:00;17:36:26;35,250;2442,263;14,433;51,5;48,5;A;2;A2;oplopend;Breukelen;Maarssen;Amsterdam;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1729110;2015-03-24;2015-03-24;17:30:00;17:57:33;112,000;4065,336;27,550;88,8;84,8;A;2;A2;oplopend;Geldermalsen;Deil;Utrecht;'s-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 28];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1727813;2015-03-21;2015-03-21;13:08:00;13:32:13;66,333;2739,160;24,217;6,1;1,1;A;5;A5;oplopend;Brug Over De Hoofdvaart;Raasdorp;Hoofddorp;Amsterdam;Extra verkeersdrukte door werkzaamheden elders;[Geen oorzaakcode opgegeven door VWM 0], [Extra verkeersdrukte door werkzaamheden elders 24], [Geen oorzaakcode opgegeven door VWM 0];[000], [N62], [000];N62;Extra verkeersdrukte door werkzaamheden elders;Werkzaamheden elders;Werkzaamheden;Aanleg en gepland onderhoud
1730251;2015-03-26;2015-03-26;16:36:00;16:44:25;16,833;2000,000;8,417;59,4;57,4;A;2;A2;oplopend;Utrecht Leidsche Rijn Centrum;Utrecht Papendorp;Amsterdam;'s-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1730604;2015-03-26;2015-03-26;18:09:00;18:38:35;76,850;2597,747;29,583;26,5;29,5;A;58;A58;aflopend;Brug Over Het Wilhelminakanaal Hm 20.7;Oirschot;Breda;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 30];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1730236;2015-03-26;2015-03-26;16:27:00;16:31:24;13,200;3000,000;4,400;37,8;40,8;A;1;A1;aflopend;Eembrug;Eembrugge;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1727862;2015-03-22;2015-03-22;11:33:00;11:52:18;43,600;2259,067;19,300;105,6;107,6;A;1;A1;aflopend;Deventer-Oost;Deventer;Hengelo;Apeldoorn;Spoedreparatie;[Geen oorzaakcode opgegeven door VWM 1], [Spoedreparatie 19];[000], [N32];N32;Spoedreparatie;Spoedreparatie;Spoedreparatie;Ongepland onderhoud
1729117;2015-03-24;2015-03-24;17:32:00;17:34:25;7,250;3000,000;2,417;32,1;35,1;A;12;A12;aflopend;Reeuwijk;Gouda;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1730039;2015-03-26;2015-03-26;8:10:00;9:03:38;198,700;3704,786;53,633;141,0;145,0;A;50;A50;aflopend;Maasbrug;Ravenstein;Arnhem;Oss;Ongeval (met ongeval op aanslutiende weg);[Geen oorzaakcode opgegeven door VWM 4], [Ongeval op aansluitende weg 4], [Eerder ongeval op aansluitende weg 10], [Ongeval(len) 24], [Eerder(e) ongeval(len) 12];[000], [N65], [M14], [ACI], [ACA];ACI;Ongeval(len);Ongeval;Ongeval;Ongeval
1728357;2015-03-23;2015-03-23;9:34:00;9:38:22;8,733;2000,000;4,367;57,6;59,6;A;1;A1;aflopend;Stroe;Voorthuizen;Apeldoorn;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1727790;2015-03-21;2015-03-21;10:19:00;10:44:01;50,033;2000,000;25,017;14,4;16,4;A;4;A4;aflopend;Nieuw-Vennep;Rijsenhout;Delft;Amsterdam;Wegwerkzaamheden;[Geen oorzaakcode opgegeven door VWM 1], [Wegwerkzaamheden 24], [Geen oorzaakcode opgegeven door VWM 0];[000], [RWK], [000];RWK;Wegwerkzaamheden;Werkzaamheden;Werkzaamheden;Aanleg en gepland onderhoud
1728540;2015-03-23;2015-03-23;17:38:00;17:51:24;37,867;2825,871;13,400;79,9;77,9;A;2;A2;oplopend;Everdingen;Everdingen;Utrecht;'s-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 13];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1727808;2015-03-21;2015-03-21;12:43:00;13:26:33;126,350;2901,263;43,550;25,2;27,2;A;16;A16;aflopend;Prins Alexander;Terbregseplein;Breda;Rotterdam;Ongeval(len);[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 43];[000], [ACI];ACI;Ongeval(len);Ongeval;Ongeval;Ongeval
1728549;2015-03-23;2015-03-23;17:46:00;17:54:37;17,233;2000,000;8,617;5,5;3,5;A;28;A28;oplopend;De Uithof;Den Dolder;Utrecht;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1729233;2015-03-25;2015-03-25;6:52:00;7:38:33;245,983;5284,282;46,550;108,4;110,4;A;2;A2;aflopend;Empelbrug;Kerkdriel;'s-Hertogenbosch;Utrecht;Ongeval (en defecte vrachtwagen);[Geen oorzaakcode opgegeven door VWM 1], [Defecte vrachtwagen(s) 1], [Ongeval(len) 4], [Defect(e) voertuig(en) 13], [Eerder pechgeval 8], [Geen oorzaakcode opgegeven door VWM 20];[000], [HBD], [ACI], [BKD], [M13], [000];ACI;Ongeval(len);Ongeval;Ongeval;Ongeval
1730608;2015-03-26;2015-03-26;18:09:00;18:10:47;3,567;2000,000;1,783;39,4;37,4;A;20;A20;oplopend;Cortlandt-Aquaduct;Nieuwerkerk Aan Den Ijssel;Hoek van Holland;Gouda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1729277;2015-03-25;2015-03-25;7:25:00;7:35:27;20,900;2000,000;10,450;89,4;91,4;A;59;A59;aflopend;Terheijden;Zonzeel;Oss;Zonzeel;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 10];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1730255;2015-03-26;2015-03-26;16:36:00;18:24:11;387,433;3581,266;108,183;136,5;139,5;A;7;A7;aflopend;Oudehaske;Joure;Heerenveen;Zurich;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 108];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728517;2015-03-23;2015-03-23;17:27:00;17:29:27;4,900;2000,000;2,450;81,4;83,4;A;15;A15;aflopend;Sliedrecht-Oost;Sliedrecht-West;Gorinchem;Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728575;2015-03-23;2015-03-23;18:04:00;18:09:05;10,167;2000,000;5,083;25,5;23,5;A;9;A9;oplopend;Amc Ziekenhuis;Ouderkerk Aan De Amstel;Diemen;Amstelveen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1730531;2015-03-26;2015-03-26;17:50:00;17:52:30;7,500;3000,000;2,500;48,7;51,7;A;15;A15;aflopend;Benelux;Hoogvliet;Ridderkerk;Rozenburg;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728576;2015-03-23;2015-03-23;18:04:00;18:13:28;18,933;2000,000;9,467;66,5;64,5;A;1;A1;oplopend;Stroe;Kootwijk;Amersfoort;Apeldoorn;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1729078;2015-03-24;2015-03-24;17:16:00;18:09:23;180,150;3374,649;53,383;19,8;22,8;A;58;A58;aflopend;Brug Over Het Wilhelminakanaal Hm 20.7;Oirschot;Tilburg;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 53];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728508;2015-03-23;2015-03-23;17:24:00;17:54:21;63,750;2100,494;30,350;13,6;15,6;A;1;A1;aflopend;Muiderberg;Muiden-Oost;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 30];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728173;2015-03-23;2015-03-23;8:04:00;8:08:24;13,200;3000,000;4,400;40,6;43,6;A;28;A28;aflopend;Strand Horst;Strand Nulde;Zwolle;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1730006;2015-03-26;2015-03-26;7:53:00;8:09:23;39,067;2384,537;16,383;23,1;26,1;A;16;A16;aflopend;Prins Alexander;Terbregseplein;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 16];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728211;2015-03-23;2015-03-23;8:16:00;8:22:34;13,133;2000,000;6,567;229,5;231,5;A;50;A50;aflopend;Hattem;Heerde;Zwolle;Apeldoorn;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1727894;2015-03-22;2015-03-22;16:02:00;16:33:17;62,567;2000,000;31,283;3,3;1,3;A;5;A5;oplopend;Brug Over De Hoofdvaart;Raasdorp;Hoofddorp;Amsterdam;Extra verkeersdrukte door werkzaamheden elders;[Geen oorzaakcode opgegeven door VWM 1], [Extra verkeersdrukte door werkzaamheden elders 30], [Geen oorzaakcode opgegeven door VWM 0];[000], [N62], [000];N62;Extra verkeersdrukte door werkzaamheden elders;Werkzaamheden elders;Werkzaamheden;Aanleg en gepland onderhoud
1728466;2015-03-23;2015-03-23;17:01:00;17:24:29;78,783;3354,862;23,483;101,1;93,6;A;2;A2;oplopend;Martinus Nijhoffbrug;Zaltbommel;Utrecht;'s-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 23];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728202;2015-03-23;2015-03-23;8:13:00;8:14:35;3,167;2000,000;1,583;25,0;27,0;A;1;A1;aflopend;Hilversum-Noord;Blaricum;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728533;2015-03-23;2015-03-23;17:37:00;17:38:25;2,833;2000,000;1,417;85,0;83,0;A;1;A1;oplopend;Apeldoorn-Zuid;Beekbergen;Amsterdam;Osnabrück;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1728199;2015-03-23;2015-03-23;8:12:00;8:28:30;44,150;2675,758;16,500;174,6;176,6;A;2;A2;aflopend;Leenderheide/Randweg N2;Leenderheide;Maastricht-Noord;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 17];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1730543;2015-03-26;2015-03-26;17:53:00;17:55:29;4,967;2000,000;2,483;93,4;91,4;A;59;A59;oplopend;Zonzeel;Terheijden;Zonzeel;Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
