NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;KopWegvakVan;KopWegvakNaar;TrajVan;TrajNaar;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
1747170;2015-05-07;2015-05-07;17:17:00;17:31:05;28,167;2000,000;14,083;13,6;15,6;A;1;A1;aflopend;Muiderberg;Muiden-Oost;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1749486;2015-05-13;2015-05-13;17:22:00;18:07:07;96,433;2137,422;45,117;94,9;92,9;A;27;A27;oplopend;Hilversum;Eemnes;Utrecht;Almere;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 45];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748633;2015-05-12;2015-05-12;16:25:00;17:05:06;99,233;2474,647;40,100;7,8;5,8;A;12;A12;oplopend;Prins Clausplein;Nootdorp;Den Haag;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 40];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748320;2015-05-11;2015-05-11;18:27:00;18:34:06;21,300;3000,000;7,100;15,1;12,1;A;4;A4;oplopend;Burgerveen;Nieuw-Vennep;Amsterdam;Delft;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748619;2015-05-12;2015-05-12;16:16:00;16:37:05;42,167;2000,000;21,083;45,9;47,9;A;20;A20;aflopend;Gouwe;Moordrecht;Gouda;Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 21];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1749265;2015-05-13;2015-05-13;16:22:00;16:27:05;16,233;3193,443;5,083;71,1;67,1;A;2;A2;oplopend;Jan Blankenbrug;Vianen;Utrecht;'s-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748590;2015-05-12;2015-05-12;15:36:00;15:47:03;22,100;2000,000;11,050;44,0;42,0;A;15;A15;oplopend;Havens 4000-5200;Spijkenisse;Rozenburg;Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 11];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1747507;2015-05-08;2015-05-08;16:56:00;17:57:03;226,500;3710,074;61,050;3,0;5,0;A;4;A4;aflopend;Badhoevedorp;Amsterdam-Sloten;Delft;Amsterdam;Ongeval(len);[Ongeval(len) 44], [Eerder(e) ongeval(len) 17];[ACI], [ACA];ACI;Ongeval(len);Ongeval;Ongeval;Ongeval
1748597;2015-05-12;2015-05-12;15:56:00;16:10:03;46,283;3294,187;14,050;32,2;30,2;A;1;A1;oplopend;Soest;Eembrugge;Amsterdam;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748333;2015-05-11;2015-05-11;19:00:00;19:11:03;22,100;2000,000;11,050;45,9;47,9;A;20;A20;aflopend;Gouwe;Moordrecht;Gouda;Hoek van Holland;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 11];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1749346;2015-05-13;2015-05-13;16:46:00;16:52:06;14,350;2352,459;6,100;21,4;18,4;A;28;A28;oplopend;Leusden;Amersfoort;Utrecht;Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1749333;2015-05-13;2015-05-13;16:42:00;17:05:08;95,783;4140,490;23,133;46,6;50,6;A;27;A27;aflopend;Lexmond;Noordeloos;Utrecht;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 23];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1749319;2015-05-13;2015-05-13;16:37:00;16:43:05;12,167;2000,000;6,083;96,6;94,6;A;1;A1;oplopend;Ijsselbrug;Deventer;Apeldoorn;Hengelo;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1749320;2015-05-13;2015-05-13;16:37:00;16:44:06;18,200;2563,380;7,100;43,0;41,0;A;15;A15;oplopend;Rozenburg-Centrum;Havens 4000-5200;Rozenburg;Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1749285;2015-05-13;2015-05-13;16:27:00;16:31:05;8,167;2000,000;4,083;14,3;12,3;A;7;A7;oplopend;Purmerend-Zuid;Purmerend;Zaanstad;Hoorn;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748327;2015-05-11;2015-05-11;18:38:00;18:46:03;24,150;3000,000;8,050;16,7;13,7;A;4;A4;oplopend;Burgerveen;Nieuw-Vennep;Amsterdam;Delft;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748604;2015-05-12;2015-05-12;16:01:00;16:06:04;10,133;2000,000;5,067;13,6;11,6;A;13;A13;oplopend;Tu Delft;Berkel En Rodenrijs;Rijswijk;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748609;2015-05-12;2015-05-12;16:08:00;16:23:05;45,433;3012,155;15,083;43,6;39,6;A;15;A15;oplopend;Rozenburg-Centrum;Havens 4000-5200;Rozenburg;Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 15];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748719;2015-05-12;2015-05-12;17:04:00;17:47:11;72,317;1674,643;43,183;61,3;63,3;A;12;A12;aflopend;Nieuwegein;Oudenrijn;Utrecht;Den Haag;;;;;Geen oorzaakcode opgegeven door VWM;Geen oorzaak gemeld;Drukte;Hoge intensiteit
1749330;2015-05-13;2015-05-13;16:42:00;16:45:05;6,167;2000,000;3,083;17,4;19,4;A;16;A16;aflopend;Prins Alexander;Terbregseplein;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1751287;2015-05-19;2015-05-19;17:11:00;17:23:00;40,133;3344,444;12,000;61,7;63,7;A;12;A12;aflopend;Nieuwegein;Oudenrijn;Utrecht;Den Haag;;;;;Geen oorzaakcode opgegeven door VWM;Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748664;2015-05-12;2015-05-12;16:41:00;17:16:05;169,233;4823,753;35,083;34,0;25,0;A;1;A1;oplopend;Soest;Eembrugge;Amsterdam;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 35];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748614;2015-05-12;2015-05-12;16:13:00;17:53:05;404,133;4037,968;100,083;21,6;19,6;N;325;N325;oplopend;Kronenburg;A325: Kronenburg;Nijmegen;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 100];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748302;2015-05-11;2015-05-11;18:09:00;18:10:05;3,250;3000,000;1,083;50,7;53,7;A;27;A27;aflopend;Everdingen;Lexmond;Utrecht;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1749316;2015-05-13;2015-05-13;16:36:00;16:52:06;37,350;2319,876;16,100;49,7;46,7;A;1;A1;oplopend;Hoevelaken;Barneveld;Amsterdam;Apeldoorn;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 16];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1749302;2015-05-13;2015-05-13;16:32:00;16:45:05;29,150;2228,026;13,083;33,6;31,6;A;16;A16;oplopend;Drechttunnel;Dordrecht;Rotterdam;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 13];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
1748319;2015-05-11;2015-05-11;18:20:00;18:24:04;8,133;2000,000;4,067;14,1;16,1;A;1;A1;aflopend;Muiderberg;Muiden-Oost;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
