,year,month,n_jams,bt,ct,"ES(0.9, 0.9, 0.6)"
2015-01,2015,01,8095,122.625,0.969,8095
2015-02,2015,02,7325,12.262,0.926,7325
2015-03,2015,03,10172,1.226,1.205,10172
2015-04,2015,04,9598,0.123,1.34,9598
2015-05,2015,05,8608,0.012,1.292,8608
2015-06,2015,06,10218,0.001,1.269,10218
2015-07,2015,07,5080,0.0,0.736,5080
2015-08,2015,08,4570,0.0,0.503,4570
2015-09,2015,09,10751,0.0,1.232,10751
2015-10,2015,10,12661,0.0,1.683,12661
2015-11,2015,11,15565,0.0,1.678,15565
2015-12,2015,12,10572,0.0,1.139,10572
2016-01,2016,01,9100,-960.076,0.904,9505.249
2016-02,2016,02,8534,-414.819,0.909,9151.014
2016-03,2016,03,10933,-141.936,1.199,9039.398
2016-04,2016,04,12516,215.53,1.367,9294.646
2016-05,2016,05,12558,385.002,1.327,9698.478
2016-06,2016,06,11645,-347.349,1.228,9269.757
2016-07,2016,07,6037,-927.979,0.685,8277.264
2016-08,2016,08,4578,491.221,0.533,8926.173
2016-09,2016,09,12730,1229.387,1.349,10237.579
2016-10,2016,10,14657,-1005.571,1.532,8983.679
2016-11,2016,11,17355,910.058,1.83,10106.585
2016-12,2016,12,10230,-735.925,1.063,9187.772
2017-01,2017,01,8884,376.183,0.942,9687.524
2017-02,2017,02,9259,475.197,0.937,10173.722
2017-03,2017,03,10882,-797.943,1.121,9234.32
2017-04,2017,04,10858,-1196.923,1.252,7993.066
2017-05,2017,05,11472,298.16,1.392,8457.346
2017-06,2017,06,12120,1201.535,1.351,9759.256
2017-07,2017,07,5802,-816.368,0.631,8718.676
2017-08,2017,08,4483,-405.05,0.522,8359.329
2017-09,2017,09,9479,-1155.052,1.22,7120.943
2017-10,2017,10,11213,-60.026,1.558,7182.587
2017-11,2017,11,13081,-40.22,1.825,7144.567
2017-12,2017,12,9990,1819.197,1.264,9170.366
2018-01,2018,01,9294,910.507,0.985,9979.908
2018-02,2018,02,8047,-954.843,0.859,8817.803
2018-03,2018,03,12323,1577.955,1.287,10677.18
2018-04,2018,04,13019,72.524,1.232,10582.434
2018-05,2018,05,14194,-299.379,1.362,10241.733
2018-06,2018,06,11291,-1583.053,1.202,8516.049
2018-07,2018,07,7634,2605.091,0.79,11586.489
2018-08,2018,08,4432,-2009.285,0.438,9064.496
2018-09,2018,09,11776,95.525,1.267,9393.889
2018-10,2018,10,17441,1478.322,1.737,11025.855
2018-11,2018,11,13964,-2451.784,1.49,8137.392
2018-12,2018,12,10312,-449.323,1.266,7910.565
2019-01,2019,01,10359,2027.088,1.18,10212.81
2019-02,2019,02,10506,2023.914,0.961,12236.371
2019-03,2019,03,12533,-1639.2,1.129,10190.158
2019-04,2019,04,17231,2758.813,1.508,13437.64
2019-05,2019,05,14118,-1961.823,1.175,10951.301
2019-06,2019,06,14570,576.177,1.279,11809.479
2019-07,2019,07,10153,951.926,0.832,12803.155
2019-08,2019,08,5665,281.885,0.441,13010.591
2019-09,2019,09,13404,-1918.582,1.125,10847.512
2019-10,2019,10,23430,1774.494,1.991,13032.348
2019-11,2019,11,19188,213.265,1.479,13072.143
2019-12,2019,12,12608,-2480.991,1.085,10291.79
