,year,month,n_jams,bt,ct,"ES(0.4, 0.3, 0.3)"
2015-01,2015,01,8095,122.625,0.969,8095
2015-02,2015,02,7325,85.837,0.926,7325
2015-03,2015,03,10172,60.086,1.205,10172
2015-04,2015,04,9598,42.06,1.34,9598
2015-05,2015,05,8608,29.442,1.292,8608
2015-06,2015,06,10218,20.61,1.269,10218
2015-07,2015,07,5080,14.427,0.736,5080
2015-08,2015,08,4570,10.099,0.503,4570
2015-09,2015,09,10751,7.069,1.232,10751
2015-10,2015,10,12661,4.948,1.683,12661
2015-11,2015,11,15565,3.464,1.678,15565
2015-12,2015,12,10572,2.425,1.139,10572
2016-01,2016,01,9100,-140.1,0.937,10099.343
2016-02,2016,02,8534,-229.009,0.902,9662.878
2016-03,2016,03,10933,-272.303,1.183,9289.556
2016-04,2016,04,12516,-233.72,1.342,9145.863
2016-05,2016,05,12558,-136.849,1.316,9235.046
2016-06,2016,06,11645,-127.112,1.266,9130.655
2016-07,2016,07,6037,-222.867,0.713,8684.359
2016-08,2016,08,4578,-146.08,0.51,8717.448
2016-09,2016,09,12730,64.801,1.301,9274.305
2016-10,2016,10,14657,-10.961,1.652,9086.567
2016-11,2016,11,17355,141.136,1.748,9582.596
2016-12,2016,12,10230,52.436,1.117,9428.066
2017-01,2017,01,8884,52.72,0.938,9481.448
2017-02,2017,02,9259,141.049,0.924,9828.598
2017-03,2017,03,10882,48.597,1.16,9661.472
2017-04,2017,04,10858,-145.955,1.277,9061.565
2017-05,2017,05,11472,-170.037,1.301,8835.336
2017-06,2017,06,12120,-61.342,1.298,9027.615
2017-07,2017,07,5802,-161.29,0.692,8633.114
2017-08,2017,08,4483,-123.595,0.513,8597.473
2017-09,2017,09,9479,-266.033,1.241,7999.086
2017-10,2017,10,11213,-379.675,1.577,7354.245
2017-11,2017,11,13081,-318.379,1.757,7178.891
2017-12,2017,12,9990,-68.698,1.2,7692.781
2018-01,2018,01,9294,204.8,1.019,8535.744
2018-02,2018,02,8047,200.958,0.93,8727.736
2018-03,2018,03,12323,404.085,1.236,9605.785
2018-04,2018,04,13019,426.493,1.3,10084.564
2018-05,2018,05,14194,474.118,1.333,10669.804
2018-06,2018,06,11291,180.74,1.226,10165.997
2018-07,2018,07,7634,262.644,0.71,10619.75
2018-08,2018,08,4432,-6.43,0.484,9985.479
2018-09,2018,09,11776,-65.533,1.223,9782.04
2018-10,2018,10,17441,95.478,1.639,10253.212
2018-11,2018,11,13964,-192.588,1.638,9388.47
2018-12,2018,12,10312,-264.537,1.169,8956.051
2019-01,2019,01,10359,-88.072,1.061,9279.73
2019-02,2019,02,10506,165.054,0.99,10035.413
2019-03,2019,03,12533,158.068,1.24,10177.178
2019-04,2019,04,17231,507.955,1.418,11501.538
2019-05,2019,05,14118,337.632,1.301,11441.748
2019-06,2019,06,14570,350.172,1.24,11821.181
2019-07,2019,07,10153,606.115,0.755,13024.494
2019-08,2019,08,5665,374.203,0.469,12857.57
2019-09,2019,09,13404,101.871,1.169,12324.001
2019-10,2019,10,23430,326.285,1.718,13173.917
2019-11,2019,11,19188,111.634,1.584,12784.7
2019-12,2019,12,12608,-141.935,1.114,12051.102
