,year,month,n_jams,bt,ct,"ES(0.5, 0.3, 0.7)"
2015-01,2015,01,8095,122.625,0.969,8095
2015-02,2015,02,7325,85.837,0.926,7325
2015-03,2015,03,10172,60.086,1.205,10172
2015-04,2015,04,9598,42.06,1.34,9598
2015-05,2015,05,8608,29.442,1.292,8608
2015-06,2015,06,10218,20.61,1.269,10218
2015-07,2015,07,5080,14.427,0.736,5080
2015-08,2015,08,4570,10.099,0.503,4570
2015-09,2015,09,10751,7.069,1.232,10751
2015-10,2015,10,12661,4.948,1.683,12661
2015-11,2015,11,15565,3.464,1.678,15565
2015-12,2015,12,10572,2.425,1.139,10572
2016-01,2016,01,9100,-175.731,0.893,9980.573
2016-02,2016,02,8534,-263.708,0.876,9511.586
2016-03,2016,03,10933,-289.926,1.166,9160.483
2016-04,2016,04,12516,-219.693,1.358,9104.667
2016-05,2016,05,12558,-94.529,1.353,9302.188
2016-06,2016,06,11645,-98.776,1.257,9193.501
2016-07,2016,07,6037,-232.148,0.68,8650.153
2016-08,2016,08,4578,-129.641,0.521,8759.694
2016-09,2016,09,12730,125.157,1.387,9479.382
2016-10,2016,10,14657,-9.36,1.587,9156.149
2016-11,2016,11,17355,170.084,1.83,9744.936
2016-12,2016,12,10230,30.516,1.076,9449.792
2017-01,2017,01,8884,100.123,0.926,9712.331
2017-02,2017,02,9259,213.208,0.93,10189.403
2017-03,2017,03,10882,52.603,1.097,9867.262
2017-04,2017,04,10858,-236.461,1.178,8956.317
2017-05,2017,05,11472,-272.713,1.303,8599.016
2017-06,2017,06,12120,-75.222,1.364,8984.606
2017-07,2017,07,5802,-132.487,0.656,8718.503
2017-08,2017,08,4483,-130.608,0.516,8592.278
2017-09,2017,09,9479,-374.746,1.188,7647.875
2017-10,2017,10,11213,-406.088,1.503,7168.658
2017-11,2017,11,13081,-348.373,1.826,6954.952
2017-12,2017,12,9990,52.743,1.328,7943.632
2018-01,2018,01,9294,358.632,1.097,9016.004
2018-02,2018,02,8047,250.048,0.904,9012.692
2018-03,2018,03,12323,545.009,1.286,10245.942
2018-04,2018,04,13019,584.376,1.243,10922.174
2018-05,2018,05,14194,492.95,1.3,11201.797
2018-06,2018,06,11291,-19.3,1.115,9987.247
2018-07,2018,07,7634,230.68,0.732,10801.214
2018-08,2018,08,4432,-136.595,0.442,9807.643
2018-09,2018,09,11776,-100.816,1.197,9790.311
2018-10,2018,10,17441,186.955,1.698,10648.734
2018-11,2018,11,13964,-291.54,1.466,9240.703
2018-12,2018,12,10312,-469.506,1.18,8355.944
2019-01,2019,01,10359,-235.793,1.197,8665.483
2019-02,2019,02,10506,243.335,1.12,10026.783
2019-03,2019,03,12533,164.301,1.261,10006.672
2019-04,2019,04,17231,718.349,1.578,12017.8
2019-05,2019,05,14118,436.354,1.212,11796.166
2019-06,2019,06,14570,562.127,1.199,12651.762
2019-07,2019,07,10153,660.837,0.781,13542.923
2019-08,2019,08,5665,452.216,0.425,13508.356
2019-09,2019,09,13404,37.842,1.054,12579.325
2019-10,2019,10,23430,215.336,1.813,13208.815
2019-11,2019,11,19188,165.222,1.457,13257.105
2019-12,2019,12,12608,-244.97,1.02,12055.02
