,year,month,n_jams,bt,ct,"ES(0.8, 0.3, 0.6)"
2015-01,2015,01,8095,122.625,0.969,8095
2015-02,2015,02,7325,85.837,0.926,7325
2015-03,2015,03,10172,60.086,1.205,10172
2015-04,2015,04,9598,42.06,1.34,9598
2015-05,2015,05,8608,29.442,1.292,8608
2015-06,2015,06,10218,20.61,1.269,10218
2015-07,2015,07,5080,14.427,0.736,5080
2015-08,2015,08,4570,10.099,0.503,4570
2015-09,2015,09,10751,7.069,1.232,10751
2015-10,2015,10,12661,4.948,1.683,12661
2015-11,2015,11,15565,3.464,1.678,15565
2015-12,2015,12,10572,2.425,1.139,10572
2016-01,2016,01,9100,-282.624,0.904,9624.262
2016-02,2016,02,8534,-312.218,0.902,9242.991
2016-03,2016,03,10933,-278.063,1.192,9044.624
2016-04,2016,04,12516,-140.731,1.366,9224.335
2016-05,2016,05,12558,11.86,1.334,9592.242
2016-06,2016,06,11645,-90.082,1.236,9264.295
2016-07,2016,07,6037,-322.553,0.685,8399.308
2016-08,2016,08,4578,-76.642,0.528,8896.457
2016-09,2016,09,12730,285.493,1.352,10026.931
2016-10,2016,10,14657,-99.627,1.55,9028.692
2016-11,2016,11,17355,239.737,1.824,10060.278
2016-12,2016,12,10230,-75.971,1.066,9247.655
2017-01,2017,01,8884,80.782,0.938,9694.193
2017-02,2017,02,9259,197.462,0.934,10163.91
2017-03,2017,03,10882,-97.713,1.119,9377.455
2017-04,2017,04,10858,-417.667,1.241,8213.229
2017-05,2017,05,11472,-224.15,1.372,8440.619
2017-06,2017,06,12120,157.591,1.356,9488.939
2017-07,2017,07,5802,-125.567,0.641,8702.67
2017-08,2017,08,4483,-147.221,0.52,8504.924
2017-09,2017,09,9479,-469.832,1.209,7282.331
2017-10,2017,10,11213,-369.009,1.544,7148.576
2017-11,2017,11,13081,-275.389,1.828,7091.633
2017-12,2017,12,9990,338.776,1.271,8863.459
2018-01,2018,01,9294,507.977,1.004,9766.24
2018-02,2018,02,8047,109.918,0.868,8947.355
2018-03,2018,03,12323,579.007,1.274,10620.901
2018-04,2018,04,13019,408.24,1.232,10630.687
2018-05,2018,05,14194,242.669,1.35,10487.023
2018-06,2018,06,11291,-333.882,1.188,8807.855
2018-07,2018,07,7634,490.745,0.776,11222.731
2018-08,2018,08,4432,-276.399,0.445,9156.329
2018-09,2018,09,11776,-70.56,1.255,9566.059
2018-10,2018,10,17441,361.575,1.712,10935.948
2018-11,2018,11,13964,-516.206,1.497,8371.588
2018-12,2018,12,10312,-454.995,1.248,8059.419
2019-01,2019,01,10359,195.248,1.173,9771.9
2019-02,2019,02,10506,708.097,0.992,11676.644
2019-03,2019,03,12533,96.772,1.154,10346.99
2019-04,2019,04,17231,946.996,1.492,13277.844
2019-05,2019,05,14118,43.411,1.178,11212.891
2019-06,2019,06,14570,284.459,1.255,12059.795
2019-07,2019,07,10153,460.214,0.816,12930.103
2019-08,2019,08,5665,301.166,0.441,12860.158
2019-09,2019,09,13404,-295.047,1.128,11173.949
2019-10,2019,10,23430,379.506,1.943,13127.411
2019-11,2019,11,19188,213.62,1.476,12953.962
2019-12,2019,12,12608,-521.306,1.083,10717.828
