,year,month,n_jams,bt,ct,"ES(0.7, 0.2, 0.5)"
2015-01,2015,01,8095,122.625,0.969,8095
2015-02,2015,02,7325,98.1,0.926,7325
2015-03,2015,03,10172,78.48,1.205,10172
2015-04,2015,04,9598,62.784,1.34,9598
2015-05,2015,05,8608,50.227,1.292,8608
2015-06,2015,06,10218,40.182,1.269,10218
2015-07,2015,07,5080,32.145,0.736,5080
2015-08,2015,08,4570,25.716,0.503,4570
2015-09,2015,09,10751,20.573,1.232,10751
2015-10,2015,10,12661,16.458,1.683,12661
2015-11,2015,11,15565,13.167,1.678,15565
2015-12,2015,12,10572,10.533,1.139,10572
2016-01,2016,01,9100,-156.88,0.915,9745.465
2016-02,2016,02,8534,-208.716,0.901,9329.406
2016-03,2016,03,10933,-215.38,1.188,9087.368
2016-04,2016,04,12516,-150.03,1.359,9198.741
2016-05,2016,05,12558,-56.133,1.329,9518.194
2016-06,2016,06,11645,-95.714,1.246,9264.158
2016-07,2016,07,6037,-230.515,0.694,8494.44
2016-08,2016,08,4578,-113.271,0.521,8850.146
2016-09,2016,09,12730,109.586,1.335,9851.16
2016-10,2016,10,14657,-65.832,1.586,9083.655
2016-11,2016,11,17355,119.704,1.794,9945.504
2016-12,2016,12,10230,-31.586,1.084,9308.758
2017-01,2017,01,8884,28.748,0.935,9578.842
2017-02,2017,02,9259,122.812,0.934,10077.91
2017-03,2017,03,10882,-23.372,1.134,9469.801
2017-04,2017,04,10858,-227.115,1.253,8427.716
2017-05,2017,05,11472,-166.366,1.345,8504.343
2017-06,2017,06,12120,28.084,1.336,9310.23
2017-07,2017,07,5802,-108.316,0.658,8656.313
2017-08,2017,08,4483,-100.323,0.519,8587.963
2017-09,2017,09,9479,-294.868,1.22,7514.914
2017-10,2017,10,11213,-315.582,1.539,7116.477
2017-11,2017,11,13081,-247.038,1.816,7143.616
2017-12,2017,12,9990,78.124,1.241,8522.388
2018-01,2018,01,9294,266.055,1.013,9540.166
2018-02,2018,02,8047,99.801,0.889,8974.952
2018-03,2018,03,12323,350.542,1.254,10328.457
2018-04,2018,04,13019,310.497,1.257,10478.772
2018-05,2018,05,14194,277.527,1.35,10624.422
2018-06,2018,06,11291,-65.195,1.199,9188.339
2018-07,2018,07,7634,280.747,0.745,10852.852
2018-08,2018,08,4432,-83.415,0.464,9312.789
2018-09,2018,09,11776,-23.737,1.242,9527.764
2018-10,2018,10,17441,232.467,1.685,10785.046
2018-11,2018,11,13964,-233.579,1.555,8687.286
2018-12,2018,12,10312,-253.808,1.214,8352.562
2019-01,2019,01,10359,44.525,1.126,9590.417
2019-02,2019,02,10506,350.908,0.992,11166.859
2019-03,2019,03,12533,138.11,1.188,10453.775
2019-04,2019,04,17231,575.002,1.452,12776.348
2019-05,2019,05,14118,170.19,1.227,11327.287
2019-06,2019,06,14570,261.559,1.243,11954.323
2019-07,2019,07,10153,460.216,0.797,13209.167
2019-08,2019,08,5665,256.136,0.446,12648.982
2019-09,2019,09,13404,-39.721,1.151,11425.836
2019-10,2019,10,23430,313.3,1.868,13151.218
2019-11,2019,11,19188,155.279,1.507,12674.411
2019-12,2019,12,12608,-186.94,1.104,11118.597
