,year,month,n_jams,bt,ct,"ES(0.9, 0.9, 0.4)"
2015-01,2015,01,8095,122.625,0.969,8095
2015-02,2015,02,7325,12.262,0.926,7325
2015-03,2015,03,10172,1.226,1.205,10172
2015-04,2015,04,9598,0.123,1.34,9598
2015-05,2015,05,8608,0.012,1.292,8608
2015-06,2015,06,10218,0.001,1.269,10218
2015-07,2015,07,5080,0.0,0.736,5080
2015-08,2015,08,4570,0.0,0.503,4570
2015-09,2015,09,10751,0.0,1.232,10751
2015-10,2015,10,12661,0.0,1.683,12661
2015-11,2015,11,15565,0.0,1.678,15565
2015-12,2015,12,10572,0.0,1.139,10572
2016-01,2016,01,9100,-960.076,0.926,9505.249
2016-02,2016,02,8534,-414.819,0.915,9151.014
2016-03,2016,03,10933,-141.936,1.201,9039.398
2016-04,2016,04,12516,215.53,1.358,9294.646
2016-05,2016,05,12558,385.002,1.316,9698.478
2016-06,2016,06,11645,-347.349,1.241,9269.757
2016-07,2016,07,6037,-927.979,0.702,8277.264
2016-08,2016,08,4578,491.221,0.523,8926.173
2016-09,2016,09,12730,1229.387,1.31,10237.579
2016-10,2016,10,14657,-1005.571,1.583,8983.679
2016-11,2016,11,17355,910.058,1.779,10106.585
2016-12,2016,12,10230,-735.925,1.088,9187.772
2017-01,2017,01,8884,189.361,0.942,9479.943
2017-02,2017,02,9259,557.423,0.939,10078.262
2017-03,2017,03,10882,-717.562,1.152,9219.035
2017-04,2017,04,10858,-1127.206,1.286,8046.313
2017-05,2017,05,11472,331.105,1.36,8539.453
2017-06,2017,06,12120,1053.821,1.313,9673.576
2017-07,2017,07,5802,-940.129,0.661,8511.897
2017-08,2017,08,4483,-130.619,0.524,8471.224
2017-09,2017,09,9479,-1025.222,1.234,7346.602
2017-10,2017,10,11213,-406.552,1.56,7008.791
2017-11,2017,11,13081,199.915,1.814,7276.091
2017-12,2017,12,9990,1581.374,1.202,9010.96
2018-01,2018,01,9294,990.169,0.978,9935.44
2018-02,2018,02,8047,-921.245,0.888,8801.816
2018-03,2018,03,12323,1356.85,1.251,10411.787
2018-04,2018,04,13019,25.064,1.272,10288.875
2018-05,2018,05,14194,126.403,1.368,10426.539
2018-06,2018,06,11291,-1453.777,1.221,8797.186
2018-07,2018,07,7634,1951.871,0.744,11127.462
2018-08,2018,08,4432,-1797.791,0.474,8913.042
2018-09,2018,09,11776,171.431,1.269,9303.275
2018-10,2018,10,17441,1552.391,1.686,11009.106
2018-11,2018,11,13964,-2387.96,1.596,8183.329
2018-12,2018,12,10312,-133.363,1.225,8300.478
2019-01,2019,01,10359,1830.977,1.086,10349.715
2019-02,2019,02,10506,1551.796,0.939,11870.491
2019-03,2019,03,12533,-1208.479,1.173,10355.315
2019-04,2019,04,17231,2357.73,1.429,13109.29
2019-05,2019,05,14118,-1809.018,1.251,10837.3
2019-06,2019,06,14570,545.928,1.27,11644.888
2019-07,2019,07,10153,1728.69,0.795,13504.997
2019-08,2019,08,5665,-930.13,0.452,12279.442
2019-09,2019,09,13404,-1564.747,1.198,10644.182
2019-10,2019,10,23430,2337.776,1.892,13415.572
2019-11,2019,11,19188,-683.608,1.53,12396.255
2019-12,2019,12,12608,-1835.95,1.142,10432.267
