,year,month,n_jams,bt,ct,"ES(0.8, 0.3, 0.7)"
2015-01,2015,01,8095,122.625,0.969,8095
2015-02,2015,02,7325,85.837,0.926,7325
2015-03,2015,03,10172,60.086,1.205,10172
2015-04,2015,04,9598,42.06,1.34,9598
2015-05,2015,05,8608,29.442,1.292,8608
2015-06,2015,06,10218,20.61,1.269,10218
2015-07,2015,07,5080,14.427,0.736,5080
2015-08,2015,08,4570,10.099,0.503,4570
2015-09,2015,09,10751,7.069,1.232,10751
2015-10,2015,10,12661,4.948,1.683,12661
2015-11,2015,11,15565,3.464,1.678,15565
2015-12,2015,12,10572,2.425,1.139,10572
2016-01,2016,01,9100,-282.624,0.893,9624.262
2016-02,2016,02,8534,-312.218,0.898,9242.991
2016-03,2016,03,10933,-278.063,1.189,9044.624
2016-04,2016,04,12516,-140.731,1.371,9224.335
2016-05,2016,05,12558,11.86,1.341,9592.242
2016-06,2016,06,11645,-90.082,1.23,9264.295
2016-07,2016,07,6037,-322.553,0.677,8399.308
2016-08,2016,08,4578,-76.642,0.532,8896.457
2016-09,2016,09,12730,285.493,1.371,10026.931
2016-10,2016,10,14657,-99.627,1.528,9028.692
2016-11,2016,11,17355,239.737,1.849,10060.278
2016-12,2016,12,10230,-75.971,1.053,9247.655
2017-01,2017,01,8884,109.469,0.94,9789.819
2017-02,2017,02,9259,207.018,0.932,10224.449
2017-03,2017,03,10882,-100.899,1.102,9405.077
2017-04,2017,04,10858,-432.782,1.219,8197.901
2017-05,2017,05,11472,-242.637,1.382,8398.935
2017-06,2017,06,12120,163.991,1.379,9511.725
2017-07,2017,07,5802,-100.931,0.63,8792.643
2017-08,2017,08,4483,-166.175,0.517,8474.231
2017-09,2017,09,9479,-501.226,1.194,7191.221
2017-10,2017,10,11213,-345.848,1.55,7207.92
2017-11,2017,11,13081,-294.763,1.825,7032.356
2017-12,2017,12,9990,364.284,1.31,8934.415
2018-01,2018,01,9294,504.309,1.01,9765.451
2018-02,2018,02,8047,112.702,0.856,8964.404
2018-03,2018,03,12323,618.302,1.293,10762.44
2018-04,2018,04,13019,449.39,1.213,10817.701
2018-05,2018,05,14194,210.69,1.333,10471.423
2018-06,2018,06,11291,-388.288,1.169,8685.521
2018-07,2018,07,7634,528.344,0.804,11352.673
2018-08,2018,08,4432,-264.219,0.428,9239.14
2018-09,2018,09,11776,-51.98,1.251,9682.383
2018-10,2018,10,17441,337.364,1.726,10928.218
2018-11,2018,11,13964,-530.058,1.442,8374.176
2018-12,2018,12,10312,-524.033,1.255,7864.199
2019-01,2019,01,10359,175.096,1.225,9670.596
2019-02,2019,02,10506,756.734,1.017,11784.487
2019-03,2019,03,12533,73.475,1.132,10263.69
2019-04,2019,04,17231,1003.014,1.539,13435.628
2019-05,2019,05,14118,79.615,1.135,11360.646
2019-06,2019,06,14570,326.352,1.248,12262.717
2019-07,2019,07,10153,334.711,0.821,12616.931
2019-08,2019,08,5665,400.995,0.443,13172.589
2019-09,2019,09,13404,-284.183,1.087,11289.657
2019-10,2019,10,23430,332.626,1.971,13061.504
2019-11,2019,11,19188,311.67,1.461,13324.276
2019-12,2019,12,12608,-550.077,1.039,10763.457
