,year,month,n_jams,bt,ct,"ES(0.9, 0.9, 0.7)"
2015-01,2015,01,8095,122.625,0.969,8095
2015-02,2015,02,7325,12.262,0.926,7325
2015-03,2015,03,10172,1.226,1.205,10172
2015-04,2015,04,9598,0.123,1.34,9598
2015-05,2015,05,8608,0.012,1.292,8608
2015-06,2015,06,10218,0.001,1.269,10218
2015-07,2015,07,5080,0.0,0.736,5080
2015-08,2015,08,4570,0.0,0.503,4570
2015-09,2015,09,10751,0.0,1.232,10751
2015-10,2015,10,12661,0.0,1.683,12661
2015-11,2015,11,15565,0.0,1.678,15565
2015-12,2015,12,10572,0.0,1.139,10572
2016-01,2016,01,9100,-960.076,0.893,9505.249
2016-02,2016,02,8534,-414.819,0.906,9151.014
2016-03,2016,03,10933,-141.936,1.198,9039.398
2016-04,2016,04,12516,215.53,1.371,9294.646
2016-05,2016,05,12558,385.002,1.333,9698.478
2016-06,2016,06,11645,-347.349,1.221,9269.757
2016-07,2016,07,6037,-927.979,0.677,8277.264
2016-08,2016,08,4578,491.221,0.538,8926.173
2016-09,2016,09,12730,1229.387,1.368,10237.579
2016-10,2016,10,14657,-1005.571,1.507,8983.679
2016-11,2016,11,17355,910.058,1.856,10106.585
2016-12,2016,12,10230,-735.925,1.05,9187.772
2017-01,2017,01,8884,473.004,0.945,9795.102
2017-02,2017,02,9259,431.897,0.934,10222.432
2017-03,2017,03,10882,-839.326,1.105,9241.859
2017-04,2017,04,10858,-1231.72,1.234,7966.54
2017-05,2017,05,11472,282.037,1.408,8416.772
2017-06,2017,06,12120,1275.8,1.374,9802.99
2017-07,2017,07,5802,-752.043,0.617,8825.631
2017-08,2017,08,4483,-542.867,0.517,8306.006
2017-09,2017,09,9479,-1218.633,1.209,7012.287
2017-10,2017,10,11213,114.826,1.571,7275.276
2017-11,2017,11,13081,-161.286,1.815,7083.311
2017-12,2017,12,9990,1937.463,1.302,9253.969
2018-01,2018,01,9294,839.806,0.986,9971.813
2018-02,2018,02,8047,-935.57,0.845,8838.978
2018-03,2018,03,12323,1699.842,1.307,10831.644
2018-04,2018,04,13019,96.44,1.211,10749.929
2018-05,2018,05,14194,-523.723,1.347,10157.299
2018-06,2018,06,11291,-1672.155,1.19,8357.541
2018-07,2018,07,7634,2930.066,0.825,11798.964
2018-08,2018,08,4432,-2056.478,0.418,9188.426
2018-09,2018,09,11776,54.513,1.26,9477.494
2018-10,2018,10,17441,1323.346,1.76,10941.821
2018-11,2018,11,13964,-2380.618,1.438,8149.651
2018-12,2018,12,10312,-639.666,1.276,7703.425
2019-01,2019,01,10359,2144.406,1.237,10157.172
2019-02,2019,02,10506,2251.601,0.978,12420.684
2019-03,2019,03,12533,-1867.344,1.099,10095.679
2019-04,2019,04,17231,2988.244,1.558,13623.433
2019-05,2019,05,14118,-1975.507,1.129,11096.398
2019-06,2019,06,14570,550.442,1.276,11927.501
2019-07,2019,07,10153,416.751,0.843,12329.397
2019-08,2019,08,5665,1069.124,0.447,13471.007
2019-09,2019,09,13404,-2090.906,1.074,11028.986
2019-10,2019,10,23430,1454.693,2.015,12877.634
2019-11,2019,11,19188,654.261,1.474,13442.959
2019-12,2019,12,12608,-2763.599,1.039,10299.598
