,year,month,n_jams,bt,ct,"ES(0.3, 0.3, 0.6)"
2015-01,2015,01,8095,122.625,0.969,8095
2015-02,2015,02,7325,85.837,0.926,7325
2015-03,2015,03,10172,60.086,1.205,10172
2015-04,2015,04,9598,42.06,1.34,9598
2015-05,2015,05,8608,29.442,1.292,8608
2015-06,2015,06,10218,20.61,1.269,10218
2015-07,2015,07,5080,14.427,0.736,5080
2015-08,2015,08,4570,10.099,0.503,4570
2015-09,2015,09,10751,7.069,1.232,10751
2015-10,2015,10,12661,4.948,1.683,12661
2015-11,2015,11,15565,3.464,1.678,15565
2015-12,2015,12,10572,2.425,1.139,10572
2016-01,2016,01,9100,-104.469,0.904,10218.114
2016-02,2016,02,8534,-185.047,0.871,9845.05
2016-03,2016,03,10933,-237.869,1.148,9483.929
2016-04,2016,04,12516,-229.525,1.328,9273.875
2016-05,2016,05,12558,-168.77,1.329,9246.865
2016-06,2016,06,11645,-159.658,1.263,9108.47
2016-07,2016,07,6037,-226.549,0.692,8725.843
2016-08,2016,08,4578,-172.361,0.516,8679.921
2016-09,2016,09,12730,-8.457,1.373,9053.905
2016-10,2016,10,14657,-38.849,1.645,8944.141
2016-11,2016,11,17355,90.552,1.835,9336.629
2016-12,2016,12,10230,50.716,1.113,9294.396
2017-01,2017,01,8884,93.89,0.935,9489.025
2017-02,2017,02,9259,187.699,0.934,9895.612
2017-03,2017,03,10882,133.096,1.119,9901.3
2017-04,2017,04,10858,-34.092,1.189,9477.103
2017-05,2017,05,11472,-107.252,1.258,9199.144
2017-06,2017,06,12120,-61.899,1.296,9243.067
2017-07,2017,07,5802,-133.567,0.653,8942.276
2017-08,2017,08,4483,-144.416,0.507,8772.546
2017-09,2017,09,9479,-299.581,1.198,8110.914
2017-10,2017,10,11213,-388.974,1.487,7513.354
2017-11,2017,11,13081,-388.733,1.779,7125.184
2017-12,2017,12,9990,-187.094,1.286,7408.581
2018-01,2018,01,9294,57.387,1.127,8036.425
2018-02,2018,02,8047,104.333,0.974,8250.298
2018-03,2018,03,12323,343.429,1.344,9151.617
2018-04,2018,04,13019,474.218,1.329,9931.011
2018-05,2018,05,14194,553.203,1.361,10668.511
2018-06,2018,06,11291,327.51,1.153,10469.404
2018-07,2018,07,7634,407.282,0.699,11062.822
2018-08,2018,08,4432,161.421,0.443,10650.567
2018-09,2018,09,11776,73.386,1.142,10518.536
2018-10,2018,10,17441,175.498,1.59,10932.295
2018-11,2018,11,13964,-117.674,1.478,10130.553
2018-12,2018,12,10312,-297.37,1.125,9413.894
2019-01,2019,01,10359,-290.443,1.111,9139.613
2019-02,2019,02,10506,-116.485,1.079,9429.031
2019-03,2019,03,12533,-115.249,1.335,9316.666
2019-04,2019,04,17231,223.325,1.641,10329.995
2019-05,2019,05,14118,207.281,1.364,10499.842
2019-06,2019,06,14570,380.638,1.294,11284.979
2019-07,2019,07,10153,638.232,0.819,12524.262
2019-08,2019,08,5665,603.863,0.449,13047.931
2019-09,2019,09,13404,431.187,1.073,13076.209
2019-10,2019,10,23430,541.916,1.711,13876.493
2019-11,2019,11,19188,412.754,1.421,13987.868
2019-12,2019,12,12608,125.069,0.991,13441.671
