,year,month,n_jams,bt,ct,"ES(0.5, 0.4, 0.7)"
2015-01,2015,01,8095,122.625,0.969,8095
2015-02,2015,02,7325,73.575,0.926,7325
2015-03,2015,03,10172,44.145,1.205,10172
2015-04,2015,04,9598,26.487,1.34,9598
2015-05,2015,05,8608,15.892,1.292,8608
2015-06,2015,06,10218,9.535,1.269,10218
2015-07,2015,07,5080,5.721,0.736,5080
2015-08,2015,08,4570,3.433,0.503,4570
2015-09,2015,09,10751,2.06,1.232,10751
2015-10,2015,10,12661,1.236,1.683,12661
2015-11,2015,11,15565,0.741,1.678,15565
2015-12,2015,12,10572,0.445,1.139,10572
2016-01,2016,01,9100,-236.7,0.893,9979.583
2016-02,2016,02,8534,-341.611,0.876,9480.606
2016-03,2016,03,10933,-354.792,1.169,9106.042
2016-04,2016,04,12516,-237.287,1.364,9045.014
2016-05,2016,05,12558,-54.952,1.359,9263.564
2016-06,2016,06,11645,-60.806,1.261,9193.978
2016-07,2016,07,6037,-246.324,0.68,8669.377
2016-08,2016,08,4578,-110.658,0.521,8762.218
2016-09,2016,09,12730,224.772,1.387,9490.135
2016-10,2016,10,14657,23.342,1.586,9211.333
2016-11,2016,11,17355,245.024,1.822,9788.879
2016-12,2016,12,10230,35.156,1.073,9509.234
2017-01,2017,01,8884,115.149,0.922,9744.371
2017-02,2017,02,9259,256.372,0.928,10212.579
2017-03,2017,03,10882,24.766,1.097,9889.936
2017-04,2017,04,10858,-366.321,1.178,8936.985
2017-05,2017,05,11472,-392.761,1.306,8504.564
2017-06,2017,06,12120,-92.129,1.376,8863.382
2017-07,2017,07,5802,-140.796,0.662,8649.586
2017-08,2017,08,4483,-120.132,0.519,8560.45
2017-09,2017,09,9479,-441.091,1.191,7637.921
2017-10,2017,10,11213,-466.527,1.503,7133.241
2017-11,2017,11,13081,-364.167,1.83,6922.612
2017-12,2017,12,9990,185.987,1.332,7933.829
2018-01,2018,01,9294,578.105,1.097,9100.113
2018-02,2018,02,8047,376.669,0.897,9174.627
2018-03,2018,03,12323,714.097,1.269,10394.867
2018-04,2018,04,13019,703.079,1.23,11081.418
2018-05,2018,05,14194,519.166,1.289,11324.715
2018-06,2018,06,11291,-208.17,1.111,10025.542
2018-07,2018,07,7634,133.557,0.732,10671.688
2018-08,2018,08,4432,-319.485,0.446,9672.641
2018-09,2018,09,11776,-212.832,1.21,9619.788
2018-10,2018,10,17441,225.874,1.72,10503.721
2018-11,2018,11,13964,-394.208,1.48,9179.39
2018-12,2018,12,10312,-603.02,1.186,8263.151
2019-01,2019,01,10359,-245.758,1.207,8553.286
2019-02,2019,02,10506,434.162,1.129,10007.328
2019-03,2019,03,12533,320.865,1.257,10158.247
2019-04,2019,04,17231,1026.729,1.556,12243.773
2019-05,2019,05,14118,563.947,1.194,12113.546
2019-06,2019,06,14570,652.163,1.175,12898.034
2019-07,2019,07,10153,717.24,0.771,13712.89
2019-08,2019,08,5665,369.278,0.423,13560.224
2019-09,2019,09,13404,-200.274,1.055,12505.623
2019-10,2019,10,23430,62.814,1.828,12963.068
2019-11,2019,11,19188,51.127,1.48,12996.664
2019-12,2019,12,12608,-432.297,1.035,11839.23
