,year,month,n_jams,bt,ct,"ES(0.4, 0.3, 0.7)"
2015-01,2015,01,8095,122.625,0.969,8095
2015-02,2015,02,7325,85.837,0.926,7325
2015-03,2015,03,10172,60.086,1.205,10172
2015-04,2015,04,9598,42.06,1.34,9598
2015-05,2015,05,8608,29.442,1.292,8608
2015-06,2015,06,10218,20.61,1.269,10218
2015-07,2015,07,5080,14.427,0.736,5080
2015-08,2015,08,4570,10.099,0.503,4570
2015-09,2015,09,10751,7.069,1.232,10751
2015-10,2015,10,12661,4.948,1.683,12661
2015-11,2015,11,15565,3.464,1.678,15565
2015-12,2015,12,10572,2.425,1.139,10572
2016-01,2016,01,9100,-140.1,0.893,10099.343
2016-02,2016,02,8534,-229.009,0.869,9662.878
2016-03,2016,03,10933,-272.303,1.154,9289.556
2016-04,2016,04,12516,-233.72,1.345,9145.863
2016-05,2016,05,12558,-136.849,1.349,9235.046
2016-06,2016,06,11645,-127.112,1.263,9130.655
2016-07,2016,07,6037,-222.867,0.684,8684.359
2016-08,2016,08,4578,-146.08,0.52,8717.448
2016-09,2016,09,12730,64.801,1.392,9274.305
2016-10,2016,10,14657,-10.961,1.611,9086.567
2016-11,2016,11,17355,141.136,1.84,9582.596
2016-12,2016,12,10230,52.436,1.089,9428.066
2017-01,2017,01,8884,108.098,0.928,9666.042
2017-02,2017,02,9259,213.432,0.931,10125.252
2017-03,2017,03,10882,104.849,1.098,9976.742
2017-04,2017,04,10858,-136.334,1.165,9277.646
2017-05,2017,05,11472,-212.63,1.27,8886.992
2017-06,2017,06,12120,-102.24,1.334,9042.328
2017-07,2017,07,5802,-156.473,0.654,8759.313
2017-08,2017,08,4483,-154.093,0.514,8610.773
2017-09,2017,09,9479,-351.709,1.188,7797.959
2017-10,2017,10,11213,-410.148,1.49,7251.453
2017-11,2017,11,13081,-378.16,1.815,6947.932
2017-12,2017,12,9990,-65.583,1.333,7611.696
2018-01,2018,01,9294,231.191,1.133,8535.358
2018-02,2018,02,8047,216.086,0.939,8716.201
2018-03,2018,03,12323,490.535,1.319,9847.115
2018-04,2018,04,13019,590.582,1.275,10671.142
2018-05,2018,05,14194,580.134,1.312,11226.896
2018-06,2018,06,11291,179.254,1.104,10470.765
2018-07,2018,07,7634,301.522,0.707,11057.579
2018-08,2018,08,4432,-27.327,0.435,10262.937
2018-09,2018,09,11776,-66.271,1.16,10105.796
2018-10,2018,10,17441,133.697,1.655,10706.086
2018-11,2018,11,13964,-243.759,1.457,9581.597
2018-12,2018,12,10312,-436.092,1.153,8696.728
2019-01,2019,01,10359,-330.206,1.174,8613.588
2019-02,2019,02,10506,17.927,1.136,9443.825
2019-03,2019,03,12533,22.594,1.325,9477.309
2019-04,2019,04,17231,504.225,1.655,11105.339
2019-05,2019,05,14118,402.211,1.284,11269.517
2019-06,2019,06,14570,585.176,1.236,12281.612
2019-07,2019,07,10153,765.371,0.791,13467.439
2019-08,2019,08,5665,620.778,0.425,13750.833
2019-09,2019,09,13404,283.223,1.03,13246.428
2019-10,2019,10,23430,358.448,1.735,13780.4
2019-11,2019,11,19188,241.623,1.412,13749.43
2019-12,2019,12,12608,-125.458,0.988,12767.453
